leaseID,startDate,endDate,durationMonths,leaseCondition,email,transactionID,discountID
L01748,2024-06-13,2027-03-05,33,Vehicle Storage,jeffrey.gonzalez9251@gmail.com,TR00836,D005
L01749,2024-12-24,2025-12-14,12,Climate Controlled,david.ford633@gmail.com,TR01079,
L01750,2024-06-04,2026-11-25,29,Climate Controlled,jasmine.andersen7721@yahoo.com,TR02643,
L01751,2025-06-20,2025-08-25,2,Standard,david.lam6364@hotmail.com,TR01940,
L01752,2024-06-06,2024-07-31,1,Multiple Access,thomas.peterson3@gmail.com,TR02793,
L01753,2024-12-26,2025-09-24,9,Vehicle Storage,robert.phillips2964@yahoo.com,TR00292,
L01754,2024-10-23,2025-12-23,14,Standard,susan.mcgee1625@hotmail.com,TR01324,
L01755,2024-03-17,2025-10-17,19,Multipurpose,julie.brown1546@yahoo.com,TR02413,D002
L01756,2024-11-06,2024-12-28,1,Vehicle Storage,monica.brown8477@yahoo.com,TR00656,
L01757,2025-06-08,2026-08-06,14,Standard,duane.sanchez5926@yahoo.com,TR00807,
L01758,2024-06-23,2025-02-12,8,Climate Controlled,julie.brown1546@yahoo.com,TR01181,
L01759,2025-09-28,2027-01-22,16,Multiple Access,john.mcdowell7995@hotmail.com,TR02806,
L01760,2023-12-08,2025-02-25,14,Vehicle Storage,randall.serrano316@gmail.com,TR01950,
L01761,2025-04-16,2027-10-24,30,Multiple Access,patricia.thomas225@gmail.com,TR02507,
L01762,2024-07-30,2025-03-23,8,Climate Controlled,james.berry453@yahoo.com,TR00580,
L01763,2024-01-31,2026-11-17,34,Multipurpose,crystal.parks4747@gmail.com,TR00216,
L01764,2024-07-17,2025-04-25,9,Vehicle Storage,jennifer.kim3921@gmail.com,TR01764,
L01765,2024-10-03,2026-05-06,19,Multiple Access,jill.fisher8243@hotmail.com,TR02152,
L01766,2024-01-24,2024-05-09,4,Multipurpose,james.richardson6071@yahoo.com,TR00236,
L01767,2024-01-04,2024-02-20,1,Multiple Access,kevin.norris4465@hotmail.com,TR01525,
L01768,2024-06-06,2026-07-20,25,Multipurpose,justin.kim564@yahoo.com,TR01187,
L01769,2025-05-19,2027-07-02,26,Multipurpose,jeffrey.phillips8080@yahoo.com,TR01691,
L01770,2024-01-09,2024-10-14,9,Standard,rick.avery7989@yahoo.com,TR02041,
L01771,2024-08-18,2024-12-27,4,Standard,antonio.atkinson6575@gmail.com,TR02532,
L01772,2024-07-02,2026-09-13,26,Multipurpose,bonnie.kennedy1015@yahoo.com,TR01771,
L01773,2025-03-02,2026-08-13,17,Multiple Access,amy.martin3213@gmail.com,TR00103,
L01774,2025-05-26,2027-08-08,27,Multiple Access,ashley.armstrong3346@yahoo.com,TR01149,
L01775,2025-03-27,2025-11-14,8,Climate Controlled,patricia.jarvis7142@hotmail.com,TR00971,
L01776,2024-10-21,2027-02-03,28,Multiple Access,paula.austin8566@gmail.com,TR01977,D007
L01777,2025-09-27,2026-03-14,6,Climate Controlled,michael.myers9438@yahoo.com,TR01585,
L01778,2024-05-19,2025-02-01,9,Multiple Access,mark.bryan1797@yahoo.com,TR01382,
L01779,2025-07-17,2027-04-20,21,Standard,chelsea.harmon3142@gmail.com,TR01245,
L01780,2024-03-05,2024-07-11,4,Climate Controlled,sarah.griffin7076@hotmail.com,TR01686,
L01781,2025-06-17,2026-12-13,18,Vehicle Storage,david.mooney3254@yahoo.com,TR00919,
L01782,2024-02-07,2024-04-20,2,Multiple Access,cassandra.sawyer3202@gmail.com,TR01923,
L01783,2024-08-19,2026-09-16,25,Vehicle Storage,danny.miller1802@yahoo.com,TR01996,
L01784,2025-05-06,2027-01-08,20,Climate Controlled,miguel.smith6264@hotmail.com,TR02393,
L01785,2024-02-01,2027-06-30,40,Multiple Access,james.ortega4211@hotmail.com,TR01133,
L01786,2025-02-23,2026-02-05,12,Multiple Access,richard.estes7486@yahoo.com,TR00907,
L01787,2025-02-13,2026-08-20,18,Multiple Access,robin.cooper2843@hotmail.com,TR02907,
L01788,2023-12-21,2026-06-15,30,Vehicle Storage,carol.long667@gmail.com,TR02608,
L01789,2024-10-25,2027-08-07,34,Multiple Access,shannon.williams5177@hotmail.com,TR01207,
L01790,2024-01-12,2024-07-11,6,Multipurpose,richard.burton5571@gmail.com,TR00506,
L01791,2025-10-25,2027-05-26,19,Vehicle Storage,alexander.romero1241@gmail.com,TR01223,D003
L01792,2025-01-17,2025-10-26,9,Vehicle Storage,alison.ramos1409@yahoo.com,TR00745,
L01793,2024-01-28,2027-02-10,37,Standard,crystal.parks4747@gmail.com,TR00728,D001
L01794,2024-05-15,2025-09-19,16,Multiple Access,kirsten.morris8760@yahoo.com,TR01468,
L01795,2024-04-05,2027-03-05,35,Standard,johnny.olsen9898@yahoo.com,TR02425,
L01796,2025-06-10,2027-08-29,26,Multipurpose,jay.burton4445@gmail.com,TR01935,D001
L01797,2024-06-08,2026-07-02,25,Climate Controlled,randy.johnson2255@yahoo.com,TR02196,
L01798,2025-10-23,2026-02-07,4,Standard,sandra.hernandez8306@hotmail.com,TR01814,
L01799,2025-07-21,2025-10-01,3,Climate Controlled,raymond.francis7911@gmail.com,TR02035,
L01800,2024-10-20,2027-11-01,37,Vehicle Storage,nicole.rangel2512@yahoo.com,TR02976,
L01801,2024-03-31,2027-02-02,35,Climate Controlled,dustin.parker7780@gmail.com,TR00929,
L01802,2025-11-12,2026-02-27,3,Standard,teresa.allen3258@yahoo.com,TR02666,
L01803,2025-09-25,2026-07-12,10,Standard,kendra.smith3348@hotmail.com,TR00426,
L01804,2024-10-03,2027-07-30,33,Vehicle Storage,jason.lewis3747@gmail.com,TR00456,
L01805,2024-07-30,2026-06-05,23,Standard,emily.freeman9969@hotmail.com,TR00719,
L01806,2023-12-25,2025-08-13,20,Climate Controlled,ruben.mcdowell6477@gmail.com,TR01816,
L01807,2025-01-02,2026-04-27,15,Vehicle Storage,brandon.clark1611@yahoo.com,TR00667,D002
L01808,2024-02-16,2024-09-28,7,Multiple Access,john.webb4291@gmail.com,TR01875,
L01809,2023-11-26,2025-08-27,21,Vehicle Storage,richard.harris2354@gmail.com,TR00196,
L01810,2025-08-31,2026-10-21,14,Multipurpose,elizabeth.brown8002@hotmail.com,TR00387,
L01811,2025-07-27,2027-06-10,23,Multiple Access,aaron.manning2002@hotmail.com,TR00321,
L01812,2025-07-01,2025-08-03,1,Standard,roberto.mendez4430@gmail.com,TR00159,
L01813,2024-08-20,2026-02-28,18,Multiple Access,johnny.olsen147@yahoo.com,TR02225,
L01814,2024-02-16,2025-10-10,20,Standard,jennifer.sosa9734@yahoo.com,TR01840,
L01815,2023-12-10,2027-11-15,47,Vehicle Storage,donna.martin4480@yahoo.com,TR00367,
L01816,2024-05-28,2024-08-13,3,Standard,ashley.best361@gmail.com,TR00409,
L01817,2024-08-10,2024-12-22,4,Standard,peter.wagner5344@hotmail.com,TR00119,
L01818,2024-11-19,2027-02-05,27,Multiple Access,marilyn.sherman4119@gmail.com,TR01948,
L01819,2024-04-12,2025-03-19,11,Multipurpose,amanda.jenkins3003@yahoo.com,TR01274,
L01820,2025-11-12,2027-09-17,22,Multiple Access,robin.cooper2843@hotmail.com,TR02847,D004
L01821,2024-08-22,2025-04-25,8,Multipurpose,tiffany.paul3949@hotmail.com,TR02234,
L01822,2025-07-04,2027-09-22,26,Climate Controlled,blake.jarvis3131@yahoo.com,TR01510,
L01823,2025-07-13,2026-08-13,13,Multiple Access,christopher.hale1969@gmail.com,TR02428,
L01824,2024-10-10,2025-11-25,13,Multiple Access,thomas.johnson9326@yahoo.com,TR02666,
L01825,2024-09-26,2025-03-24,6,Standard,kimberly.madden7416@gmail.com,TR01553,
L01826,2025-07-08,2026-10-16,15,Standard,lindsey.oliver1337@hotmail.com,TR02737,
L01827,2025-03-10,2027-07-29,28,Standard,thomas.peterson3@gmail.com,TR00644,
L01828,2025-02-28,2025-11-03,9,Multiple Access,kevin.romero3167@yahoo.com,TR01149,
L01829,2025-10-14,2027-11-06,25,Standard,vanessa.burke9451@hotmail.com,TR01084,
L01830,2024-04-04,2026-02-20,22,Climate Controlled,bill.miller4777@yahoo.com,TR02648,
L01831,2024-11-16,2025-08-29,9,Standard,mark.walter1427@gmail.com,TR02604,
L01832,2024-12-23,2026-10-18,22,Vehicle Storage,david.lewis8435@hotmail.com,TR01895,D002
L01833,2024-05-06,2024-09-09,4,Multiple Access,tina.holmes8303@yahoo.com,TR01644,
L01834,2024-09-23,2025-06-04,9,Vehicle Storage,connor.anderson9170@hotmail.com,TR01276,
L01835,2024-12-20,2026-12-30,24,Standard,derek.thompson3785@hotmail.com,TR00082,D008
L01836,2024-11-23,2025-11-10,12,Standard,kathleen.henry6446@gmail.com,TR02936,
L01837,2025-02-12,2026-09-04,19,Multipurpose,julie.rojas1106@yahoo.com,TR01443,
L01838,2024-02-02,2024-11-08,9,Multiple Access,stephen.weiss4970@hotmail.com,TR02438,
L01839,2025-07-03,2026-06-17,11,Vehicle Storage,susan.greene138@hotmail.com,TR01295,
L01840,2025-11-16,2027-09-30,22,Multiple Access,alicia.perkins4992@yahoo.com,TR01490,
L01841,2024-04-17,2027-07-08,39,Vehicle Storage,rebecca.ryan7370@gmail.com,TR01849,
L01842,2024-11-01,2025-03-21,4,Multipurpose,edward.molina8916@yahoo.com,TR02752,
L01843,2024-01-10,2027-10-06,45,Multiple Access,felicia.castro7485@yahoo.com,TR01840,
L01844,2025-03-31,2026-12-07,21,Standard,jesse.sanchez6829@gmail.com,TR01010,
L01845,2024-04-16,2027-01-30,33,Multiple Access,fred.jennings2172@yahoo.com,TR00052,
L01846,2025-05-06,2026-02-09,9,Multipurpose,david.martinez2296@yahoo.com,TR02816,
L01847,2024-04-08,2025-02-12,10,Standard,adam.perez5114@yahoo.com,TR02840,
L01848,2024-07-12,2026-05-08,22,Climate Controlled,amanda.murphy3513@hotmail.com,TR00510,
L01849,2024-06-20,2027-03-17,33,Standard,michael.moreno4358@yahoo.com,TR00613,
L01850,2025-04-10,2025-09-01,5,Multiple Access,matthew.maxwell5793@hotmail.com,TR01570,
L01851,2024-03-13,2025-06-25,15,Vehicle Storage,martin.mueller4941@gmail.com,TR00086,
L01852,2024-06-25,2027-02-21,32,Vehicle Storage,marcus.diaz3841@gmail.com,TR01066,
L01853,2024-06-15,2026-06-12,24,Multipurpose,theresa.lawrence9405@yahoo.com,TR01673,
L01854,2025-08-07,2027-08-21,24,Multiple Access,amy.patterson1056@yahoo.com,TR00429,
L01855,2024-01-08,2025-04-29,15,Standard,wayne.sanders2249@yahoo.com,TR00265,
L01856,2025-10-04,2027-04-26,18,Multiple Access,vanessa.burns842@hotmail.com,TR00670,
L01857,2024-02-04,2025-05-20,15,Climate Controlled,michael.martin7195@hotmail.com,TR02426,
L01858,2024-03-23,2026-09-28,30,Standard,troy.turner5668@hotmail.com,TR00818,
L01859,2025-05-06,2026-05-15,12,Multiple Access,christopher.smith4153@gmail.com,TR01195,
L01860,2024-05-17,2026-10-07,29,Multiple Access,matthew.williams6231@hotmail.com,TR00480,
L01861,2024-07-28,2025-05-21,10,Multiple Access,richard.thomas5684@hotmail.com,TR00749,
L01862,2025-03-06,2027-08-06,29,Multipurpose,robert.baker4165@hotmail.com,TR01313,D007
L01863,2025-09-11,2027-09-28,24,Multipurpose,jaclyn.cobb7454@hotmail.com,TR01244,
L01864,2025-06-05,2025-09-09,3,Multiple Access,megan.henderson1089@gmail.com,TR00477,
L01865,2025-03-01,2025-08-09,5,Multiple Access,jared.reed7594@yahoo.com,TR00965,D010
L01866,2024-06-17,2025-06-26,12,Multipurpose,kimberly.hobbs334@yahoo.com,TR01084,D005
L01867,2025-03-04,2026-03-25,12,Vehicle Storage,mary.lewis9231@hotmail.com,TR01060,D006
L01868,2025-05-19,2026-09-29,16,Multiple Access,bobby.martin6146@yahoo.com,TR02175,D002
L01869,2025-07-25,2026-02-02,7,Vehicle Storage,brian.smith5876@hotmail.com,TR01866,
L01870,2024-10-21,2026-08-30,22,Multiple Access,erin.dixon4795@yahoo.com,TR01326,
L01871,2025-07-23,2027-03-17,20,Climate Controlled,gregory.adkins3442@yahoo.com,TR02966,
L01872,2025-03-19,2027-05-24,26,Standard,brittany.simmons9221@yahoo.com,TR00259,
L01873,2024-11-22,2026-03-01,16,Multiple Access,james.weber1931@gmail.com,TR00081,
L01874,2025-01-11,2025-05-12,4,Vehicle Storage,jason.bailey9982@yahoo.com,TR02791,
L01875,2025-04-25,2025-12-27,8,Standard,david.peterson4196@gmail.com,TR01552,D001
L01876,2025-04-20,2025-12-16,8,Multipurpose,lisa.ho3453@hotmail.com,TR00741,
L01877,2025-06-01,2027-03-26,21,Multipurpose,leah.meyer9202@yahoo.com,TR00358,
L01878,2025-06-22,2025-10-18,4,Multipurpose,adam.sims1041@hotmail.com,TR02927,
L01879,2025-05-31,2025-06-25,1,Standard,matthew.blackburn267@yahoo.com,TR02486,
L01880,2024-04-21,2025-04-16,12,Climate Controlled,bobby.banks8383@hotmail.com,TR02106,
L01881,2025-08-04,2026-11-01,15,Multiple Access,antonio.martinez1015@gmail.com,TR01341,
L01882,2024-10-06,2025-12-07,14,Vehicle Storage,angela.hebert1606@hotmail.com,TR01291,
L01883,2024-12-17,2025-11-08,11,Multiple Access,lauren.reid8778@hotmail.com,TR00960,
L01884,2024-07-25,2027-05-08,34,Multiple Access,jenna.brown4012@gmail.com,TR02259,
L01885,2025-05-31,2025-09-06,4,Multiple Access,diana.lopez9384@hotmail.com,TR01249,
L01886,2024-07-09,2025-11-22,16,Standard,benjamin.walter622@gmail.com,TR00931,
L01887,2024-12-15,2025-07-15,7,Climate Controlled,charles.howe1091@yahoo.com,TR00925,
L01888,2024-10-07,2026-02-08,16,Vehicle Storage,matthew.merritt8347@gmail.com,TR00076,
L01889,2024-07-04,2026-08-03,25,Multipurpose,katherine.myers2769@yahoo.com,TR01799,
L01890,2025-10-10,2026-09-18,11,Climate Controlled,rebecca.clements1460@yahoo.com,TR02721,
L01891,2025-03-15,2027-09-29,30,Multipurpose,david.frost2183@hotmail.com,TR01154,
L01892,2025-03-20,2025-04-05,1,Vehicle Storage,katherine.anderson1101@yahoo.com,TR02285,D010
L01893,2024-08-03,2026-10-11,26,Vehicle Storage,amy.best2366@yahoo.com,TR02749,
L01894,2024-12-08,2027-09-09,33,Climate Controlled,grace.roth8633@gmail.com,TR02473,
L01895,2025-01-18,2027-10-14,33,Vehicle Storage,richard.taylor2758@yahoo.com,TR00799,
L01896,2023-12-29,2024-05-14,5,Climate Controlled,mark.martin2349@hotmail.com,TR02304,D005
L01897,2025-10-26,2027-04-09,18,Vehicle Storage,elizabeth.patterson5766@hotmail.com,TR02643,
L01898,2025-08-16,2025-09-21,1,Vehicle Storage,anthony.foster2304@yahoo.com,TR02953,D007
L01899,2024-11-25,2025-12-17,13,Multipurpose,kyle.miller7019@gmail.com,TR01896,
L01900,2025-04-25,2025-09-01,5,Standard,jessica.martin8517@gmail.com,TR00077,
L01901,2024-06-14,2024-12-09,6,Climate Controlled,andre.fields7492@hotmail.com,TR00818,
L01902,2024-09-25,2027-06-04,33,Multipurpose,linda.smith2508@yahoo.com,TR01833,
L01903,2024-09-18,2027-04-15,31,Vehicle Storage,latoya.sandoval7009@yahoo.com,TR01398,
L01904,2024-12-16,2026-01-14,13,Multipurpose,samuel.rangel9411@gmail.com,TR02253,
L01905,2025-08-23,2025-12-23,4,Multiple Access,cheryl.fuller842@hotmail.com,TR01129,
L01906,2024-10-08,2026-05-05,19,Vehicle Storage,jonathan.velazquez4346@hotmail.com,TR02891,
L01907,2025-03-28,2027-05-21,26,Climate Controlled,richard.burton5571@gmail.com,TR01231,
L01908,2025-01-03,2025-06-19,5,Climate Controlled,austin.baker7263@yahoo.com,TR01978,D009
L01909,2024-07-18,2025-10-05,15,Climate Controlled,andrew.smith7367@gmail.com,TR02143,
L01910,2025-04-29,2026-12-10,20,Multipurpose,ernest.miller6740@hotmail.com,TR02074,
L01911,2025-08-31,2026-11-30,15,Multiple Access,noah.clarke7094@gmail.com,TR02638,D009
L01912,2025-05-11,2025-08-11,3,Vehicle Storage,barbara.hunter8064@gmail.com,TR02055,D004
L01913,2023-12-30,2026-08-18,32,Multiple Access,william.hernandez1850@hotmail.com,TR01295,
L01914,2025-08-19,2026-05-18,9,Multipurpose,amanda.wagner653@hotmail.com,TR00643,
L01915,2025-05-28,2027-08-29,27,Standard,joshua.leblanc1857@gmail.com,TR01161,
L01916,2023-11-27,2026-11-29,36,Standard,michael.rogers2970@gmail.com,TR00419,
L01917,2024-01-23,2026-05-05,28,Standard,robert.moody4298@hotmail.com,TR02544,
L01918,2024-02-26,2025-11-01,21,Vehicle Storage,shane.williams3964@hotmail.com,TR00129,
L01919,2025-05-10,2026-08-08,15,Standard,donna.martin4480@yahoo.com,TR01960,D003
L01920,2024-08-08,2027-04-25,32,Vehicle Storage,russell.eaton4265@yahoo.com,TR01507,
L01921,2024-04-20,2024-10-16,6,Climate Controlled,mark.bates678@gmail.com,TR00471,
L01922,2024-11-12,2027-09-19,34,Vehicle Storage,justin.osborne5998@gmail.com,TR01591,
L01923,2025-10-28,2026-05-18,7,Standard,ronald.richards9398@gmail.com,TR00378,D008
L01924,2024-10-18,2025-05-08,7,Climate Controlled,james.morrison8158@hotmail.com,TR02144,
L01925,2024-03-24,2027-01-24,34,Climate Controlled,evan.dixon8621@gmail.com,TR01648,
L01926,2024-05-04,2026-01-08,20,Multipurpose,megan.ramirez4424@hotmail.com,TR02890,
L01927,2024-04-25,2024-11-22,7,Multipurpose,mariah.roberts5698@hotmail.com,TR01777,
L01928,2024-05-09,2024-05-11,0,Standard,shannon.ortiz4404@hotmail.com,TR01997,
L01929,2024-12-22,2027-07-24,31,Climate Controlled,james.johnson7788@yahoo.com,TR01090,
L01930,2024-12-07,2027-04-03,28,Climate Controlled,gregory.flores9153@gmail.com,TR01305,
L01931,2024-10-06,2027-06-13,32,Multipurpose,mark.gray180@hotmail.com,TR01677,
L01932,2024-03-20,2025-01-17,10,Standard,caleb.kent4044@hotmail.com,TR00974,
L01933,2025-05-26,2025-12-28,7,Multiple Access,jessica.mendoza6134@yahoo.com,TR01459,
L01934,2025-08-18,2026-12-29,16,Multiple Access,christina.mason9753@hotmail.com,TR01795,
L01935,2024-06-16,2027-10-10,40,Vehicle Storage,joseph.lopez4718@hotmail.com,TR01589,
L01936,2024-08-18,2025-08-07,12,Standard,karen.stewart6440@yahoo.com,TR00858,
L01937,2024-10-29,2025-03-21,5,Climate Controlled,kathryn.bryant7117@yahoo.com,TR00965,
L01938,2024-07-17,2027-03-13,32,Multipurpose,susan.sanchez4013@gmail.com,TR02875,
L01939,2024-05-14,2024-06-22,1,Climate Controlled,jonathan.tucker1719@hotmail.com,TR01458,
L01940,2025-02-13,2026-09-18,19,Multiple Access,chad.santana6731@gmail.com,TR02518,
L01941,2025-01-02,2027-08-02,31,Climate Controlled,janet.johnson8485@gmail.com,TR02471,
L01942,2025-01-02,2026-07-01,18,Climate Controlled,heidi.gilmore7783@yahoo.com,TR00950,
L01943,2024-12-12,2027-10-04,34,Climate Controlled,jennifer.fuller4241@gmail.com,TR01594,
L01944,2024-05-28,2025-09-04,16,Standard,gavin.thomas2592@yahoo.com,TR00089,
L01945,2025-04-07,2027-08-17,28,Multipurpose,ricky.hernandez1610@gmail.com,TR01130,
L01946,2024-11-20,2026-07-29,20,Standard,jeremy.powers4829@yahoo.com,TR00189,
L01947,2025-07-02,2027-06-19,23,Standard,jennifer.miller8031@yahoo.com,TR01753,
L01948,2024-09-10,2025-11-19,14,Multiple Access,michael.nunez9208@hotmail.com,TR02134,
L01949,2024-11-09,2026-12-13,25,Climate Controlled,clayton.howard1538@yahoo.com,TR00344,
L01950,2025-05-22,2025-11-29,6,Climate Controlled,sandra.watts4789@gmail.com,TR01297,
L01951,2024-06-10,2024-10-14,4,Standard,ariana.rios5533@gmail.com,TR01404,
L01952,2025-01-03,2025-01-29,0,Multipurpose,janice.mullins4792@gmail.com,TR01662,
L01953,2024-10-20,2025-04-07,6,Climate Controlled,suzanne.schneider436@hotmail.com,TR00255,
L01954,2024-11-10,2024-11-24,0,Climate Controlled,lisa.bishop2886@hotmail.com,TR00132,
L01955,2025-10-17,2026-03-07,5,Standard,michelle.phelps2494@yahoo.com,TR02697,D005
L01956,2025-01-02,2026-03-18,14,Multiple Access,cameron.myers9788@yahoo.com,TR00966,
L01957,2024-07-02,2024-08-22,1,Standard,carl.brown9731@yahoo.com,TR00550,D003
L01958,2024-05-28,2024-10-28,5,Standard,robert.allison9323@hotmail.com,TR01607,
L01959,2025-04-17,2027-06-28,26,Vehicle Storage,marvin.miller9800@hotmail.com,TR02743,
L01960,2023-12-13,2024-04-29,4,Multipurpose,bradley.clayton3988@yahoo.com,TR00113,
L01961,2024-09-06,2026-04-22,19,Multiple Access,tammy.walker9898@yahoo.com,TR00554,
L01962,2025-08-20,2026-12-13,16,Multipurpose,alexandra.barker3759@hotmail.com,TR00965,D006
L01963,2025-04-16,2025-04-18,0,Multipurpose,jason.black6696@hotmail.com,TR00704,
L01964,2025-06-04,2027-09-21,27,Multiple Access,christine.kelley174@hotmail.com,TR01657,
L01965,2023-11-28,2026-09-20,34,Multiple Access,kirsten.roach4763@hotmail.com,TR01425,D003
L01966,2025-06-27,2027-06-01,24,Multipurpose,jessica.parrish5641@yahoo.com,TR02417,
L01967,2025-01-15,2027-02-17,25,Multipurpose,kimberly.madden7416@gmail.com,TR00525,D007
L01968,2024-12-26,2025-11-30,11,Multiple Access,leah.meyer9202@yahoo.com,TR00538,
L01969,2025-08-06,2027-02-27,18,Multipurpose,allison.hubbard6797@hotmail.com,TR02413,
L01970,2024-05-07,2025-06-18,13,Multiple Access,emily.bruce5987@gmail.com,TR00417,
L01971,2025-11-14,2027-10-13,23,Climate Controlled,lucas.gordon7112@yahoo.com,TR01083,
L01972,2025-03-04,2027-03-29,24,Standard,john.baker4656@hotmail.com,TR00541,D004
L01973,2024-06-11,2025-07-20,13,Vehicle Storage,michael.atkinson5230@hotmail.com,TR01714,
L01974,2024-06-23,2026-05-31,23,Climate Controlled,william.williams8375@gmail.com,TR00809,
L01975,2025-10-14,2026-10-01,12,Climate Controlled,karen.clark6911@hotmail.com,TR02475,
L01976,2024-08-24,2027-11-11,39,Multiple Access,charles.harrison5986@yahoo.com,TR02415,
L01977,2024-05-14,2026-01-17,20,Climate Controlled,theodore.harrison7020@yahoo.com,TR02332,D008
L01978,2024-07-31,2025-05-09,10,Standard,bobby.spencer3606@hotmail.com,TR02195,
L01979,2025-09-27,2026-08-23,11,Climate Controlled,rodney.harris7517@yahoo.com,TR00850,
L01980,2025-01-01,2026-06-17,17,Standard,robyn.bates5542@gmail.com,TR02887,
L01981,2025-11-06,2027-06-02,19,Standard,jason.lewis3747@gmail.com,TR02084,D001
L01982,2024-11-24,2026-04-04,17,Vehicle Storage,justin.robinson6694@gmail.com,TR02275,D004
L01983,2024-10-13,2027-11-08,37,Vehicle Storage,terri.black5833@yahoo.com,TR00212,
L01984,2024-02-03,2027-08-20,42,Vehicle Storage,jason.black6696@hotmail.com,TR01822,
L01985,2025-06-07,2027-09-06,27,Multiple Access,vanessa.davis6185@hotmail.com,TR00227,D008
L01986,2024-09-12,2026-03-16,18,Multipurpose,michael.smith4278@yahoo.com,TR00535,
L01987,2025-04-18,2026-04-14,12,Standard,charles.gray5352@yahoo.com,TR00498,D001
L01988,2025-03-04,2025-06-07,3,Multipurpose,courtney.ray7991@yahoo.com,TR02389,
L01989,2024-05-28,2026-02-01,21,Multiple Access,scott.rodriguez1979@yahoo.com,TR00998,
L01990,2024-02-18,2025-05-16,15,Standard,steven.williamson6846@gmail.com,TR00531,D001
L01991,2025-07-11,2026-04-25,9,Vehicle Storage,christopher.harris5773@hotmail.com,TR00444,
L01992,2025-01-06,2026-07-22,18,Climate Controlled,sarah.kennedy9098@hotmail.com,TR00065,
L01993,2024-08-21,2024-12-05,4,Climate Controlled,tracey.garcia4306@yahoo.com,TR02101,
L01994,2025-09-19,2027-06-29,21,Multipurpose,robert.spencer5756@yahoo.com,TR02327,
L01995,2025-09-13,2027-05-16,20,Standard,ashley.newman9890@hotmail.com,TR01783,
L01996,2025-06-09,2025-10-11,4,Climate Controlled,jerome.moore8239@gmail.com,TR02860,D002
